transaction_id,amount,failure_reason,recommended_action,priority,reason
TXN10472,814.33,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10473,6795.09,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10474,6027.87,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10475,34203.58,TEMPORARY_BANK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10476,8697.06,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10477,895.07,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10478,310.67,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10479,1599.06,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10480,8371.08,TEMPORARY_BANK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10481,5056.73,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10482,7223.13,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10483,3355.86,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10484,23997.51,TEMPORARY_BANK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10485,49128.83,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10486,6174.55,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10487,49861.05,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10488,18332.62,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10489,28869.59,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10490,37973.58,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10491,991.97,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10492,2730.38,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10493,849.96,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10494,8466.35,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10495,6751.8,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10496,24415.02,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10497,45446.85,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10498,45190.1,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10499,5999.97,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10500,1315.67,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10501,907.4,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10502,4505.82,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10503,1551.3,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10504,13296.24,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10505,1441.58,NETWORK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10506,8890.48,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10507,719.99,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10508,8876.58,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10509,922.23,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10510,37880.97,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10511,35255.04,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10512,449.66,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10513,3106.83,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10514,8540.17,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10515,33842.0,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10516,3756.86,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10517,1502.25,NETWORK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10518,2864.12,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10519,8519.76,TEMPORARY_BANK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10520,9894.18,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10521,19390.18,TEMPORARY_BANK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10522,1166.65,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10523,14272.03,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10524,35396.27,UNKNOWN,REMINDER,LOW,General recovery follow-up recommended.
TXN10525,339.14,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10526,10575.25,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10527,3278.88,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10528,6375.82,TEMPORARY_BANK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10529,37983.86,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10530,29126.36,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10531,42330.73,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10532,1272.64,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10533,1254.72,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10534,26494.66,TEMPORARY_BANK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10535,344.05,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10536,2891.79,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10537,1161.21,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10538,20282.51,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10539,43175.41,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10540,43938.87,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10541,5567.2,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10542,7994.21,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10543,9656.12,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10544,6087.25,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10545,7824.2,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10546,14326.2,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10547,1731.53,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10548,451.98,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10549,17714.82,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10550,1157.45,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10551,417.55,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10552,801.0,NETWORK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10553,45736.19,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10554,804.38,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10555,522.28,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10556,8622.98,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10557,5502.76,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10558,4801.24,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10559,6805.74,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10560,9396.21,TEMPORARY_BANK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10561,6473.19,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10562,4766.53,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10563,18071.8,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10564,1052.48,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10565,49432.15,TEMPORARY_BANK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10566,35382.26,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10567,853.13,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10568,25488.93,UNKNOWN,REMINDER,LOW,General recovery follow-up recommended.
TXN10569,877.96,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10570,5913.33,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10571,25999.32,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10572,21292.55,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10573,758.29,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10574,44518.38,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10575,1686.64,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10576,431.33,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10577,1977.62,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10578,1495.82,NETWORK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10579,970.03,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10580,9098.51,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10581,28889.94,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10582,905.08,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10583,1938.81,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10584,489.61,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10585,1167.8,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10586,1177.82,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10587,1811.31,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10588,4086.53,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10589,28004.39,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10590,638.19,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10591,1145.97,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10592,10271.86,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10593,13543.13,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10594,26695.66,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10595,4031.62,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10596,44649.08,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10597,8221.05,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10598,23175.17,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10599,1836.54,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10600,23351.06,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10601,5593.7,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10602,38304.82,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10603,268.76,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10604,4340.95,NETWORK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10605,28690.44,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10606,999.71,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10607,35564.31,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10608,18920.39,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10609,36007.49,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10610,314.63,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10611,1144.57,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10612,23722.07,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10613,5673.97,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10614,23356.1,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10615,6215.87,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10616,6701.8,TEMPORARY_BANK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10617,11064.33,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10618,4270.1,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10619,8501.99,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10620,1094.01,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10621,1481.0,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10622,45803.06,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10623,24181.93,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10624,9254.98,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10625,4685.12,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10626,2694.18,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10627,1330.72,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10628,529.16,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10629,1604.26,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10630,1892.35,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10631,1496.9,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10632,9837.45,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10633,3691.24,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10634,9713.86,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10635,365.55,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10636,2962.9,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10637,4886.09,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10638,1745.08,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10639,2748.38,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10640,1786.56,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10641,5481.91,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10642,618.43,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10643,6329.36,UNKNOWN,REMINDER,LOW,General recovery follow-up recommended.
TXN10644,6526.25,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10645,3966.3,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10646,1020.72,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10647,15009.2,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10648,35921.21,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10649,10986.8,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10650,3874.37,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10651,462.89,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10652,43767.44,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10653,3724.66,UNKNOWN,REMINDER,LOW,Payment has remained unresolved for several days.
TXN10654,288.75,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10655,1461.45,UNKNOWN,REMINDER,LOW,Payment has remained unresolved for several days.
TXN10656,3004.53,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10657,481.97,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10658,8027.05,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10659,40582.73,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10660,619.64,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10661,719.45,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10662,9601.28,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10663,1696.49,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10664,40926.71,TEMPORARY_BANK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10665,32068.49,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10666,1022.98,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10667,7935.22,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10668,3427.98,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10669,38095.95,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10670,8417.39,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10671,10721.16,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10672,41326.4,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10673,38991.48,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10674,477.61,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10675,454.93,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10676,554.84,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10677,2740.04,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10678,12900.89,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10679,4697.36,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10680,1135.35,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10681,417.47,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10682,36028.98,UNKNOWN,REMINDER,LOW,General recovery follow-up recommended.
TXN10683,1099.52,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10684,31995.08,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10685,9797.11,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10686,7314.73,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10687,32506.22,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10688,15711.43,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10689,7616.55,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10690,24693.62,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10691,698.54,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10692,337.1,NETWORK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10693,6304.22,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10694,42980.68,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10695,2300.19,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10696,31663.88,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10697,7311.43,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10698,19866.26,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10699,5308.91,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10700,1787.39,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10701,18208.8,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10702,49534.82,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10703,8274.46,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10704,9634.43,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10705,29368.53,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10706,34617.16,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
