transaction_id,ai_decision_explanation,ai_customer_message,explanation_source,message_source
TXN10416,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1207, your payment of ₹20,114.32 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10417,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1013, your payment of ₹8,444.91 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10418,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is insufficient funds, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹42,944.94 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10419,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹1,429.96 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10420,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is unknown, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹18,959.30 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10421,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1140, your payment of ₹1,425.44 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10422,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is authentication failure, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹21,123.98 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10423,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1102, your payment of ₹13,829.16 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10424,RecoverAI recommends a controlled retry because the failure is related to network error. The recovery score is 80/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1170, your payment of ₹7,037.94 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10425,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is unknown, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹7,263.78 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10426,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 85/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1296, your payment of ₹18,608.18 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10427,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is insufficient funds, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹42,817.07 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10428,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 70/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1068, your payment of ₹3,528.87 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10429,RecoverAI recommends a controlled retry because the failure is related to network error. The recovery score is 50/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1093, your payment of ₹6,371.12 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10430,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 70/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1208, your payment of ₹2,132.72 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10431,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is insufficient funds, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹8,946.41 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10432,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1129, your payment of ₹41,494.88 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10433,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is authentication failure, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹32,642.87 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10434,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.",Payment recovery for ₹493.01 has been paused after multiple unsuccessful attempts. Our support team will review the case.,Local Fallback,Local Fallback
TXN10435,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is insufficient funds, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹23,279.93 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10436,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is insufficient funds, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹21,855.68 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10437,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 70/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1179, your payment of ₹33,393.55 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10438,RecoverAI recommends a controlled retry because the failure is related to network error. The recovery score is 90/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1049, your payment of ₹19,199.75 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10439,RecoverAI recommends a reminder because the payment remains recoverable but does not require an immediate technical retry.,"Hi Customer 1094, this is a reminder regarding your pending payment of ₹913.59. Please complete the payment at your convenience.",Local Fallback,Local Fallback
TXN10440,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is network error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹41,752.72 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10441,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 70/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1128, your payment of ₹939.14 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10442,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is card expired, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹34,127.69 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10443,RecoverAI recommends a controlled retry because the failure is related to network error. The recovery score is 80/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1282, your payment of ₹44,622.50 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10444,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹6,824.60 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10445,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 65/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1282, your payment of ₹7,002.02 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10446,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1225, your payment of ₹4,730.21 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10447,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1193, your payment of ₹41,098.22 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10448,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 65/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1161, your payment of ₹289.75 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10449,RecoverAI recommends a controlled retry because the failure is related to network error. The recovery score is 85/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1095, your payment of ₹1,850.08 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10450,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is insufficient funds, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹47,836.99 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10451,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 65/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1168, your payment of ₹428.99 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10452,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1244, your payment of ₹22,730.48 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10453,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is unknown, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹4,852.41 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10454,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is insufficient funds, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.",Payment recovery for ₹882.96 has been paused after multiple unsuccessful attempts. Our support team will review the case.,Local Fallback,Local Fallback
TXN10455,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1193, your payment of ₹44,944.74 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10456,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹22,609.58 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10457,RecoverAI recommends a controlled retry because the failure is related to network error. The recovery score is 75/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1051, your payment of ₹27,037.51 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10458,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is authentication failure, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹8,371.27 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10459,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 70/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1097, your payment of ₹49,018.92 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10460,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is card expired, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹7,513.79 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10461,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1087, your payment of ₹5,728.99 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10462,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is authentication failure, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹9,800.46 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10463,RecoverAI recommends a reminder because the payment remains recoverable but does not require an immediate technical retry.,"Hi Customer 1163, this is a reminder regarding your pending payment of ₹20,035.16. Please complete the payment at your convenience.",Local Fallback,Local Fallback
TXN10464,RecoverAI recommends a reminder because the payment remains recoverable but does not require an immediate technical retry.,"Hi Customer 1216, this is a reminder regarding your pending payment of ₹29,972.12. Please complete the payment at your convenience.",Local Fallback,Local Fallback
TXN10465,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1209, your payment of ₹5,097.81 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10466,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1003, your payment of ₹554.75 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10467,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is card expired, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹1,520.86 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10468,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹2,634.16 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10469,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹22,764.94 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10470,RecoverAI recommends a reminder because the payment remains recoverable but does not require an immediate technical retry.,"Hi Customer 1043, this is a reminder regarding your pending payment of ₹846.63. Please complete the payment at your convenience.",Local Fallback,Local Fallback
TXN10471,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1154, your payment of ₹30,651.33 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10472,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1171, your payment of ₹814.33 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10473,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is card expired, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹6,795.09 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10474,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is insufficient funds, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹6,027.87 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10475,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 80/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1041, your payment of ₹34,203.58 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10476,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹8,697.06 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10477,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is insufficient funds, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.",Payment recovery for ₹895.07 has been paused after multiple unsuccessful attempts. Our support team will review the case.,Local Fallback,Local Fallback
TXN10478,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1014, your payment of ₹310.67 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10479,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is insufficient funds, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹1,599.06 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10480,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 50/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1024, your payment of ₹8,371.08 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10481,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is network error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹5,056.73 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10482,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is unknown, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹7,223.13 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10483,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1075, your payment of ₹3,355.86 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10484,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 85/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1215, your payment of ₹23,997.51 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10485,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is insufficient funds, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹49,128.83 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10486,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is card expired, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹6,174.55 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10487,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹49,861.05 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10488,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is authentication failure, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹18,332.62 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10489,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹28,869.59 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10490,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1076, your payment of ₹37,973.58 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10491,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1248, your payment of ₹991.97 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10492,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is authentication failure, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹2,730.38 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10493,RecoverAI recommends manual review because the recovery score is 25/100 and automatic recovery is not considered suitable.,Your payment of ₹849.96 has been flagged for manual review. No further automatic recovery action will be taken at this time.,Local Fallback,Local Fallback
TXN10494,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1033, your payment of ₹8,466.35 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10495,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹6,751.80 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10496,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1208, your payment of ₹24,415.02 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10497,RecoverAI recommends a controlled retry because the failure is related to network error. The recovery score is 70/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1108, your payment of ₹45,446.85 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10498,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹45,190.10 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10499,RecoverAI recommends a controlled retry because the failure is related to network error. The recovery score is 95/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1278, your payment of ₹5,999.97 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10500,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is card expired, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹1,315.67 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10501,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 85/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1081, your payment of ₹907.40 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10502,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1014, your payment of ₹4,505.82 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10503,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is insufficient funds, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹1,551.30 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10504,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is card expired, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹13,296.24 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10505,RecoverAI recommends a controlled retry because the failure is related to network error. The recovery score is 50/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1283, your payment of ₹1,441.58 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10506,RecoverAI recommends a controlled retry because the failure is related to network error. The recovery score is 50/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1275, your payment of ₹8,890.48 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10507,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 80/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1245, your payment of ₹719.99 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10508,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹8,876.58 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10509,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is unknown, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.",Payment recovery for ₹922.23 has been paused after multiple unsuccessful attempts. Our support team will review the case.,Local Fallback,Local Fallback
TXN10510,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1078, your payment of ₹37,880.97 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10511,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1188, your payment of ₹35,255.04 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10512,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1191, your payment of ₹449.66 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10513,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is network error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹3,106.83 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10514,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹8,540.17 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10515,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is unknown, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹33,842.00 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10516,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1096, your payment of ₹3,756.86 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10517,RecoverAI recommends a controlled retry because the failure is related to network error. The recovery score is 65/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1227, your payment of ₹1,502.25 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10518,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1228, your payment of ₹2,864.12 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10519,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 80/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1070, your payment of ₹8,519.76 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
